Title,Character,Max Level,SA Level,Rarity,Type,Cost,ID,JP Release Date,Global Release Date,Special Skills,Leader Skill,Super Attack Name,Super Attack Effect,Passive Skill Name,Passive Skill,Links,Categories,HP,Attack,Defense,Details,References,Transforms Into,JP EZA Release Date,Global EZA Release Date,EZA Leader Skill,EZA Super Attack Name,EZA Super Attack Effect,EZA Passive Skill,EZA HP,EZA Attack,EZA Defense,Transformation Type,Transformation Condition,EZA Transformation Condition,EZA Ultra Super Attack Name,EZA Ultra Super Attack Effect,Ultra Super Attack Name,Ultra Super Attack Effect,EZA Active Skill Name,EZA Active Skill,EZA Activation Condition,Active Skill Name,Active Skill,Activation Condition,Unit Super Attack Name,Unit Super Attack Effect,EZA Unit Super Attack Name,EZA Unit Super Attack Effect
Ruthless Pressure,Android #17 (Future),120,1/10,UR,Extreme PHY,40,11145,31 May 2018,12 Dec 2018,"[""Boost Type"", ""Change Ki Spheres"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","PHY Type Ki +2 and HP, ATK & DEF +60%",Accel Dance,Causes supreme damage to enemy and raises ATK for 3 turns[1],Audacious Invasion,ATK & DEF +70%; changes TEQ Ki Spheres to PHY Ki Spheres; changes STR Ki Spheres to AGL Ki Spheres in addition when HP is 70% or below,"[""Organic Upgrade Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Nightmare Lv 1: ATK +10%Lv 10: ATK +15%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Future Saga"", ""Androids"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Worldwide Chaos""]","[""3021"", ""9972"", ""11972"", ""15372""]","[""2438"", ""8046"", ""10046"", ""13046""]","[""1304"", ""4304"", ""6304"", ""8904""]","[""\u25ba 12 Ki Multiplier is 135%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 Raises ATK by 50% for 3 turns (How does it work?)\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Grisly Destruction,Android #18 (Future),120,1/10,UR,Extreme AGL,40,11146,31 May 2018,12 Dec 2018,"[""Boost Type"", ""Change Ki Spheres"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Defense""]","AGL Type Ki +2 and HP, ATK & DEF +60%",Accel Dance,Causes supreme damage to enemy and raises DEF by 30% for 3 turns,Perfect Position,ATK & DEF +70%; changes PHY Ki Spheres to AGL Ki Spheres; changes INT Ki Spheres to PHY Ki Spheres in addition when HP is 70% or below[1],"[""Organic Upgrade Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of performing a critical hit +5%"", ""Android Assault Lv 1: DEF +10%Lv 10: Ki +2 and DEF +20%"", ""Twin Terrors Lv 1: Ki +2Lv 10: Ki +2 and ATK, DEF & chance of evading enemy's attack (including Super Attack) +5%"", ""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Battlefield Diva Lv 1: Ki +2Lv 10: Ki +3 and chance of evading enemy's attack (including Super Attack) +5%"", ""Dismal Future Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Peppy Gals"", ""Future Saga"", ""Androids"", ""Siblings' Bond"", ""Androids/Cell Saga"", ""Worldwide Chaos""]","[""3106"", ""10251"", ""12251"", ""14851""]","[""2370"", ""7822"", ""9822"", ""12822""]","[""1346"", ""4444"", ""6444"", ""9844""]","[""\u25ba 12 Ki Multiplier is 135%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 Changes  Ki Spheres to  Ki Spheres only after having already changed the previous  Ki Spheres to  Ki Spheres\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Time's Guidance,Super Saiyan Trunks (Xeno),120,1/10,UR,Super AGL,42,11147,17 Aug 2017,22 Jan 2018,"[""Boost Type"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack""]","AGL Type Ki +2 and HP, ATK & DEF +40%",Burning Attack,Causes supreme damage to enemy and raises ATK for 6 turns[1],Righteous Indignation,Ki +2 and ATK +80% at start of turn,"[""Patrol Lv 1: Ki +2Lv 10: Ki +2 and DEF +20%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Golden Warrior Lv 1: All enemies' DEF -5% and Ki +1Lv 10: All enemies' DEF -10% and Ki +1"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Xenoverse Lv 1: ATK +20%Lv 10: ATK +20% and DEF +10%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Time Travelers"", ""Vegeta's Family"", ""Super Saiyans"", ""Bond of Master and Disciple"", ""Battle of Wits"", ""Crossover"", ""Defenders of Justice"", ""Entrusted Will"", ""Bond of Parent and Child""]","[""2928"", ""9664"", ""11664"", ""14264""]","[""2486"", ""8205"", ""10205"", ""13205""]","[""1233"", ""4071"", ""6071"", ""9471""]","[""\u25ba 12 Ki Multiplier is 135%""]","[""\u2191 Raises ATK by 50% for 6 turns (How does it work?)\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
"Worth 5,000,000 Zeni",Hercule Statue (Diamond),1/100,N/A,UR,PHY,99,11148,29 Jan 2018,7 Jul 2017,,A character for selling,None,0,None,None,"[""None""]",,"[""400"", ""500""]","[""400"", ""500""]","[""400"", ""500""]","[""\u25ba This card is not playable. It just serves to be sold for  5,000,000""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Evil Wandering in the Darkness,Syn Shenron,60/80,1/10,SR to SSR,AGL to Extreme AGL,9/13,11149,3 Aug 2017,23 Nov 2017,"[""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise ATK"", ""Raise DEF""]","""Shadow Dragon Saga"" Category Ki +1 and ATK & DEF +30%",Dark Dragon-Slaying Bullet,Causes extreme damage to enemy and lowers DEF[1],Rule of Darkness,AGL and TEQ Type Ki +2 and ATK +15%,"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""GT Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +10%"", ""Shadow Dragons Lv 1: ATK +15%Lv 10: ATK & DEF +20%""]","[""Shadow Dragon Saga"", ""Inhuman Deeds"", ""GT Bosses""]","[""1805"", ""6770""]","[""1222"", ""6472""]","[""1189"", ""3845""]","[""\u25ba 12 Ki Multiplier is 125%""]","[""\u2191 Lowers enemy's DEF by 20% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinnacle of Chaos,Omega Shenron,80/100,1/10,SSR to UR,Extreme AGL,19/27,11150,3 Aug 2017,23 Nov 2017,"[""Boost Category"", ""Lower DEF"", ""Raise Ki"", ""Raise ATK"", ""Raise DEF""]","""Shadow Dragon Saga"" Category Ki +2 and ATK & DEF +50%",Minus Energy Power Ball,Causes supreme damage to enemy and lowers DEF[1],Astonishing Control,AGL and TEQ Type Ki +2 and ATK +25%,"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Fear and Faith Lv 1: Ki +2Lv 10: All enemies' DEF -10% and Ki +2"", ""Big Bad Bosses Lv 1: ATK & DEF +25% when HP is 80% or lessLv 10: ATK & DEF +25%"", ""GT Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +10%"", ""Shadow Dragons Lv 1: ATK +15%Lv 10: ATK & DEF +20%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Fierce Battle Lv 1: ATK +15%Lv 10: ATK +20%""]","[""Shadow Dragon Saga"", ""Full Power"", ""Inhuman Deeds"", ""Power Absorption"", ""GT Bosses"", ""Battle of Fate""]","[""2063"", ""7415"", ""9415"", ""12015""]","[""1798"", ""6755"", ""8755"", ""11755""]","[""1352"", ""4849"", ""6849"", ""10249""]","[""\u25ba 12 Ki Multiplier is 130%"", ""\u25ba Can be used to raise  and  Super Attack""]","[""\u2191 Lowers enemy's DEF by 40% for 3 turns\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Basil,,,SR,STR,,11156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,Lavender,,,SR,TEQ,,11157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limitless Power,Bergamo (Giant Form),80/100,1/10,SSR to UR,PHY to Extreme PHY,29/37,11158,26 Sep 2017,17 Feb 2018,"[""Boost All"", ""Giant Form (Skill Effect)"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","Extreme_Class Ki +2 and HP, ATK & DEF +30%",Dangers' Triangle,Causes supreme damage to enemy and raises DEF by 30% for 6 turns,Bergamo the Crusher,ATK +20% with each attack received (up to 120%); turns into Giant Form when conditions are met,"[""Brutal Beatdown Lv 1: ATK +10%Lv 10: ATK +15%"", ""Infighter Lv 1: ATK +10% and all enemies' DEF -10%Lv 10: ATK +15% and all enemies' DEF -15%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Coward Lv 1: Ki +1Lv 10: Ki +2 and chance of performing a critical hit +5%"", ""Transform Lv 1: Ki +2Lv 10: Ki +3 and DEF +10%"", ""Tournament of Power Lv 1: Ki +3Lv 10: Ki +3 and ATK & DEF +7%""]","[""Universe Survival Saga"", ""Giant Form"", ""Siblings' Bond""]","[""1841"", ""7217"", ""9217"", ""12617""]","[""1995"", ""7883"", ""9883"", ""12883""]","[""1377"", ""5386"", ""7386"", ""9986""]","[""\u25ba 12 Ki Multiplier is 140%""]","[""\u2191 10% chance to turn into Giant Form when HP is 80% or below\n""]",41158,,,,,,,,,,,,,,,,,,,,,,,,,,
Limitless Power,Bergamo (Giant Form),80/100,1/10,SSR to UR,PHY to Extreme PHY,29/37,41158,26 Sep 2017,17 Feb 2018,"[""Giant Form (Skill Effect)""]","Extreme_Class Ki +2 and HP, ATK & DEF +30%",Wolfgang Penetrator,Causes destructive damage to enemy,,-,"[""-""]","[""Universe Survival Saga"", ""Giant Form"", ""Siblings' Bond""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]","[""25000"", ""30000"", ""32000"", ""35000""]","[""\u221e"", ""\u221e"", ""\u221e"", ""\u221e""]","[""\u25ba 12 Ki Multiplier is"", ""\u25ba In Giant Mode he takes no damage""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior of Freedom,Toppo,80/100,1/10,SSR to UR,STR to Super STR,19/27,11159,26 Sep 2017,17 Feb 2018,"[""Boost Type"", ""Lower DEF"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","Super_Class Ki +2 and HP, ATK & DEF +30%",Justice Flash,Causes supreme damage to enemy and raises Super Class allies' ATK by 25% for 1 turn,Cutting Evil Down,Super Class allies' ATK & DEF +30%; Extreme Class enemies' DEF -50%,"[""Supreme Warrior Lv 1: Ki +1Lv 10: Ki +2 and ATK +10%"", ""Signature Pose Lv 1: Ki +2Lv 10: Ki +3 and ATK +7%"", ""Tough as Nails Lv 1: DEF +15%Lv 10: DEF +20% and reduces damage received by 5%"", ""Hero of Justice Lv 1: ATK +25%Lv 10: ATK +25% and chance of performing a critical hit +5%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Tournament of Power Lv 1: Ki +3Lv 10: Ki +3 and ATK & DEF +7%""]","[""Universe Survival Saga"", ""Special Pose"", ""Universe 11"", ""Space-Traveling Warriors""]","[""1909"", ""7487"", ""9487"", ""12487""]","[""1924"", ""7596"", ""9596"", ""12996""]","[""1433"", ""5610"", ""7610"", ""10210""]","[""\u25ba 12 Ki Multiplier is 140%""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covert Masked Fighter,Mighty Mask,80/100,1/10,SSR to UR,AGL to Super AGL,26/34,11162,14 Sep 2017,22 Feb 2018,"[""Boost Type"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","Super_AGL Type Ki +2 and HP, ATK & DEF +70%;<br/>AGL Type Ki +1 and HP, ATK & DEF +50%",Final Cannon,Causes supreme damage to enemy,Riding Piggyback,Ki +1 to 6 randomly at start of turn; ATK +80% when performing a Super Attack,"[""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Flee Lv 1: Ki +1 when HP is 30% or lessLv 10: Ki +2 and chance of evading enemy's attack (including Super Attack) +10% when HP is 50% or less"", ""More Than Meets the Eye Lv 1: ATK +10%Lv 10: ATK & DEF +10%"", ""World Tournament Reborn Lv 1: ATK +15%Lv 10: ATK +20%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%""]","[""World Tournament"", ""Majin Buu Saga""]","[""1505"", ""5887"", ""7887"", ""10487""]","[""2180"", ""8637"", ""10637"", ""13637""]","[""1258"", ""4921"", ""6921"", ""10321""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plucky Little Fighters,Mighty Mask,120,1/10,UR,Super AGL,50,11163,14 Sep 2017,22 Feb 2018,"[""Boost Type"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","Super_AGL Type Ki +3 and HP, ATK & DEF +90%;<br/>Extreme_AGL Type Ki +2 and HP, ATK & DEF +60%",Final Cannon,Causes supreme damage to enemy and raises DEF by 30% for 1 turn,Top-to-Bottom Balance,Ki +2 to 6 randomly at start of turn; ATK +90% when performing a Super Attack,"[""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Flee Lv 1: Ki +1 when HP is 30% or lessLv 10: Ki +2 and chance of evading enemy's attack (including Super Attack) +10% when HP is 50% or less"", ""More Than Meets the Eye Lv 1: ATK +10%Lv 10: ATK & DEF +10%"", ""World Tournament Reborn Lv 1: ATK +15%Lv 10: ATK +20%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""World Tournament"", ""Majin Buu Saga""]","[""2468"", ""6913"", ""8913"", ""11513""]","[""3451"", ""9663"", ""11663"", ""14663""]","[""2063"", ""5778"", ""7778"", ""11178""]","[""\u25ba 12 Ki Multiplier is 145%"", ""\u25ba  can be farmed to raise Super Attack""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Budding Warrior,Trunks (Kid) & Goten (Kid),150,1/25,LR,Super AGL,77,11164,14 Sep 2017,22 Feb 2018,"[""Boost Type"", ""Debuff"", ""Diverse Super Attack"", ""Evasion"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Bearing Hope,,"[""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""The Innocents Lv 1: ATK +10%Lv 10: ATK +15%"", ""Prodigies Lv 1: ATK +10%Lv 10: ATK +15%"", ""Shocking Speed Lv 1: Ki +2Lv 10: Ki +2 and DEF +5%"", ""Budding Warrior Lv 1: ATK +10%Lv 10: ATK +15%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Fusion"", ""World Tournament"", ""Hybrid Saiyans"", ""Majin Buu Saga"", ""Joined Forces"", ""Youth"", ""Special Pose"", ""Rapid Growth"", ""Gifted Warriors"", ""Heavenly Events"", ""Time Limit"", ""Bond of Friendship"", ""Entrusted Will"", ""Power Beyond Super Saiyan"", ""Fused Fighters"", ""Bond of Parent and Child""]","[""5352"", ""14988"", ""16988"", ""19588""]","[""5728"", ""16040"", ""18040"", ""21040""]","[""3600"", ""10081"", ""12081"", ""15481""]","[""\u25ba 12 Ki Multiplier is 150%; 24 Ki Multiplier is 200%\u00a0\u00a0\u00a0\u00a0\u2022 (Full 12-24 Ki Multipliers table)\u25ba SA Lv.20 raises SA Multiplier by an additional 30%"", ""\u25ba SA Level can go up to 25, but only through Extreme Z-Awakening with special medals from the Extreme Z-Battle event; click on any of the medals for a detailed overview of the Extreme Z-Awakening""]","[""\u2191 Lowers own SA Multiplier by 30% for 1 turn\n"", ""\u2191 Lowers own SA Multiplier and DEF by 30% for 1 turn\n"", ""\u2191 Raises SA Multiplier and DEF by 50% for 1 turn\n"", ""\u2191 Raises SA Multiplier and DEF by 50% for 1 turn\n"", ""\u2191 30% chance to evade enemy's attack\n""]",,6 Jan 2022,21 Apr 2022,"Super_AGL Type Ki +4 and HP, ATK & DEF +120%;<br/>AGL Type Ki +3 and HP, ATK & DEF +90%",Fusion (Extreme),"50% chance for either Fat Gotenks or Skinny Gotenks.
Fat Gotenks: Raises DEF by 30% for 1 turn and causes colossal damage to enemySkinny Gotenks: Lowers own DEF by 30% for 1 turn and causes colossal damage to enemy",Ki +5 to 10 randomly at start of turn; ATK & DEF +150% when performing a Super Attack; plus an additional ATK +50% if it is an Ultra Super Attack; medium chance[5] of evading enemy's attack (including Super Attack),,,,,,, Fusion (Extreme),"50% chance for either SS1 Gotenks or SS3 Gotenks.
SS1 Gotenks: Causes mega-colossal damage to enemy and raises DEF by 30% for 1 turn SS3 Gotenks: Causes mega-colossal damage to enemy and greatly raises ATK & DEF for 1 turn[4]",,,,,,,,,,,,
Pure Saiyan,Tarble,80/100,1/10,SSR to UR,Super AGL,13/18,11165,24 Aug 2017,16 Nov 2017,"[""Boost All"", ""Change Ki Spheres"", ""Raise Ki"", ""Raise ATK"", ""Raise DEF""]",Ki +3 and ATK & DEF +30% when HP is 50% or above,Brotherhood Galick Gun,Causes supreme damage and raises allies' ATK by 20% for 1 turn,Brotherly Reunion,Changes STR Ki Spheres to AGL Ki Spheres; ATK +20%,"[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""The Saiyan Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK & DEF +5%"", ""Respect Lv 1: ATK +15%Lv 10: ATK +20%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%""]","[""Pure Saiyans"", ""Vegeta's Family"", ""Siblings' Bond"", ""Space-Traveling Warriors""]","[""2152"", ""7878"", ""9078"", ""10638""]","[""1802"", ""6836"", ""8036"", ""9836""]","[""1172"", ""4265"", ""5465"", ""7505""]","[""\u25ba 12 Ki Multiplier is 130%"", ""\u25ba Can be farmed to raise Super Attack of other Tarble cards""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Determined Fusion,Vegito,80/100,1/10,SSR to UR,STR to Super STR,18/26,11166,10 Jan 2018,15 Dec 2017,"[""Boost All"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","Super_Class Ki +2 and HP, ATK & DEF +30%",Big Bang Attack,Raises ATK & DEF[1] and causes supreme damage to enemy,Powerful Fusion Energy,"ATK & DEF +40%; raises Ki by up to 6<br/>(the less HP remaining, the greater the Ki boost)[2]","[""Saiyan Warrior Race Lv 1: ATK +5%Lv 10: ATK +10%"", ""Brainiacs Lv 1: ATK & DEF +10%Lv 10: ATK & DEF +15%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Potara"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit"", ""Fused Fighters""]","[""1607"", ""5883"", ""7883"", ""10883""]","[""2006"", ""7606"", ""9606"", ""13006""]","[""1076"", ""3925"", ""5925"", ""8525""]","[""\u25ba 12 Ki Multiplier is 135%"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 Raises ATK & DEF by 20% for 99 turns (How does it work?)\n"", ""\u2191 Thresholds:\nAt 100% HP Vegito gains Ki +1\nUnder 80% HP he gains Ki +2\nUnder 60% HP he gains Ki +3\nUnder 40% HP he gains Ki +5\nUnder 20% HP he gains Ki +6\n"", ""At 100% HP Vegito gains Ki +1"", ""Under 80% HP he gains Ki +2"", ""Under 60% HP he gains Ki +3"", ""Under 40% HP he gains Ki +5"", ""Under 20% HP he gains Ki +6""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
All or Nothing,Super Saiyan God SS Vegito,150,1/20,LR,Super STR,99,11168,23 Mar 2018,18 Jan 2018,"[""Additional Attack"", ""Boost All"", ""Disable Guard"", ""Raise Ki"", ""Raise HP"", ""Raise ATK"", ""Raise DEF"", ""Stack Attack"", ""Stack Defense""]","<img alt=""Leader Skill.png"" class=""lazyload"" data-image-key=""Leader_Skill.png"" data-image-name=""Leader Skill.png"" data-src=""https://static.wikia.nocookie.net/dbz-dokkanbattle/images/2/20/Leader_Skill.png/revision/latest?cb=20150826165818"" decoding=""async"" height=""21"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""118""/>",,,Godly Fusion Power,,"[""Super Saiyan Lv 1: ATK +10%Lv 10: ATK +15%"", ""Warrior Gods Lv 1: ATK +10%Lv 10: ATK +10%; ATK +5% when performing a Super Attack"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Power Bestowed by God Lv 1: ATK +5% when performing a Super AttackLv 10: ATK +10% when performing a Super Attack"", ""Fused Fighter Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Shattering the Limit Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%"", ""Legendary Power Lv 1: ATK +10% when performing a Super AttackLv 10: ATK +15% when performing a Super Attack""]","[""Realm of Gods"", ""Potara"", ""Future Saga"", ""Time Travelers"", ""Final Trump Card"", ""Battle of Wits"", ""Time Limit"", ""Accelerated Battle"", ""Battle of Fate"", ""Power Beyond Super Saiyan"", ""Fused Fighters""]","[""4861"", ""13613"", ""15613"", ""18613""]","[""5032"", ""14090"", ""16090"", ""19490""]","[""3176"", ""8894"", ""10894"", ""13494""]","[""\u25ba 12 Ki Multiplier is 150%; 24 Ki Multiplier is 200%\u00a0\u00a0\u00a0\u00a0\u2022 (Full 12-24 Ki Multipliers table)\u25ba SA Lv.20 raises SA Multiplier by an additional 30%"", ""\u25ba SA Level can go up to 25, but only through Extreme Z-Awakening with special medals obtained from Baba's Shop; click on any of the medals for a detailed overview of the Extreme Z-Awakening""]","[""\u2191 1.0 1.1 Raises ATK & DEF by 20% for 99 turns (How does it work?)\n"", ""\u2191 Lowers enemy's ATK by 20% for 3 turns\n"", ""\u2191 Raises SA Multiplier by 50% for 1 turn\n"", ""\u2191 Raises SA Multiplier & DEF by 50% for 1 turn\n"", ""\u2191 5.0 5.1 Thresholds:\nAt 100% HP Vegito gains Ki +2\nUnder 80% HP he gains Ki +4\nUnder 60% HP he gains Ki +6\nUnder 40% HP he gains Ki +8\nUnder 20% HP he gains Ki +10\n"", ""At 100% HP Vegito gains Ki +2"", ""Under 80% HP he gains Ki +4"", ""Under 60% HP he gains Ki +6"", ""Under 40% HP he gains Ki +8"", ""Under 20% HP he gains Ki +10"", ""\u2191 30% chance of +5 Ki\n"", ""\u2191 30% chance for additional attack to become Super Attack\n""]",,11 Jul 2022,,"Super_Class Ki +4 and HP, ATK & DEF +120%",Vegito Sword (Extreme),"Raises ATK & DEF[1], causes colossal damage to enemy and lowers ATK[2]","ATK & DEF +100%; raises Ki by up to 10 (the less HP remaining, the greater the Ki boost)[5]; medium chance[6] of Ki +5; launches an additional attack that has a medium chance[7] of becoming a Super Attack when performing an Ultra Super Attack; Ki +2 and disable enemy's guard when there is another ""Future Saga Category ally attacking in the same turn",,,,,,, God Impact (Extreme),Greatly raises ATK & DEF for 1 turn[4] and causes mega-colossal damage to enemy,,,,,,,,,,,,
Mysterious Youth,Trunks (Teen),80/100,1/10,SSR to UR,PHY to Super PHY,26/34,11170,17 Aug 2017,22 Jan 2018,"[""Boost Type"", ""Critical Hit"", ""Raise HP"", ""Raise ATK"", ""Raise DEF""]","PHY Type Ki +2 and HP, ATK & DEF +50%",Burning Attack,Causes supreme damage to enemy,Death Sentence,ATK +80%; rare chance[1] to perform a critical hit,"[""Royal Lineage Lv 1: Ki +1Lv 10: Ki +2 and ATK +5%"", ""Cold Judgment Lv 1: DEF +20%Lv 10: DEF +25%"", ""Messenger from the Future Lv 1: ATK +5%Lv 10: ATK +10%"", ""Z Fighters Lv 1: ATK +15%Lv 10: ATK +20%"", ""Prepared for Battle Lv 1: Ki +2Lv 10: Ki +2 and ATK & DEF +5%""]","[""Hybrid Saiyans"", ""Future Saga"", ""Time Travelers"", ""Vegeta's Family"", ""Androids/Cell Saga"", ""Bond of Master and Disciple"", ""Saviors"", ""Battle of Wits"", ""Entrusted Will""]","[""1770"", ""6950"", ""8950"", ""12350""]","[""2180"", ""8637"", ""10637"", ""13637""]","[""1126"", ""4389"", ""6389"", ""8989""]","[""\u25ba 12 Ki Multiplier is 140%"", ""\u25ba If given Critical Hit from the Hidden Potential, his Passive Skill and Hidden Potential chances will activate separately, resulting in an average increase of 1.86% per Critical Hit level"", ""\u25ba  can be farmed to raise Super Attack""]","[""\u2191 7% chance to perform a critical hit\n""]",,,,,,,,,,,,,,,,,,,,,,,,,,,
